Zona;Contrato;Orden;Usuario;Estado;Ejecucion;mes;ano;Codigo;Anomalia;NUnidad;Unidad;NCausa;Causa;UGenera;Descripcion;Motivo;Cuadrilla;kWhRec;Factor
NO;R Y 211.2023;29788894;359882;Aprobada;2023-11-21 10:23:09-05;11;2023;30001 / 30001 / 30001 / 30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;HCORDOBA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1354;156;
CE;DES 100.2018;29817688;1238518;Rechazada;2024-05-03 08:53:53-05;5;2024;431;Orden Factor;0;FACTURACION;0;CAUSA NO DETERMINADA;ROBOTINA;Anomalia verificada con acta digital;No Procede Pare;ZTY144;;160
CE;DES 100.2018;29839705;1229522;Rechazada;2024-05-02 15:04:28-05;5;2024;431;Orden Factor;0;FACTURACION;0;CAUSA NO DETERMINADA;CMORENO123;Anomalia verificada con acta digital;No Procede Pare;ZTY144;;40
SU;PRI 232.2023;29896766;268082;Aprobada;2023-12-04 10:34:47-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1411;2105;
CE;ING 568.2023;29910200;114454;Aprobada;2023-12-02 08:23:03-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;FACTURACION;0;CAUSA NO DETERMINADA;CRAMIREZ;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1591;0;
NO;R Y 211.2023;29931741;169772;Pendiente;2023-11-28 13:43:42-05;11;2023;N/A;medidor no conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Posible anomalia;Disponible;ZTY1356;1466;
SU;PRI 232.2023;29951354;1169245;Aprobada;2023-12-07 16:04:22-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;FCABRERA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1414;0;
SU;PRI 232.2023;29951451;567168;Aprobada;2023-11-29 16:57:32-05;11;2023;10 / 10;NO CONFORMIDAD DEL MEDIDOR CERTIFICADA POR UN LABORATORIO / NO CONFORMIDAD DEL MEDIDOR CERTIFICADA POR UN LABORATORIO;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;DREVELO;Anomalia verificada y aprobada;No Procede Pare;ZTY1414;0;
PA;DIC 209.2023;29957332;1151171;Aprobada;2023-12-28 16:39:08-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1403;3181;
NO;R Y 211.2023;29959040;1056005;Aprobada;2023-12-01 10:49:02-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1353;1519;
NO;R Y 211.2023;29959260;352864;Aprobada;2023-12-06 09:17:45-05;12;2023;30002 / 30001;REINCIDENTE PARE / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1352;680;
NO;MON 280.2023;29959313;645868;Aprobada;2023-12-01 11:30:58-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Factor;ZTY1422;29;
NO;R Y 211.2023;29959459;1194536;Aprobada;2023-12-06 08:15:26-05;12;2023;30004 / 30002;OTRAS ANOMAL�AS REINCIDENTE PARE / REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1352;392;
NO;UNI 210.2023;29959484;362946;Aprobada;2023-12-01 11:30:57-05;12;2023;30002;REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CARLOSLED;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1376;1380;
NO;UNI 210.2023;29959494;1111526;Aprobada;2023-12-01 11:53:26-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CARLOSLED;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1375;954;
NO;UNI 210.2023;29959535;1038844;Aprobada;2023-12-01 16:03:23-05;12;2023;30004;OTRAS ANOMAL�AS REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CARLOSLED;Anomalia verificada y aprobada;Otras Anomalias;ZTY1374;1602;
NO;UNI 210.2023;30016778;1195970;Aprobada;2023-12-01 12:04:07-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CARLOSLED;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1376;920;
SU;PRI 232.2023;30040248;582287;Aprobada;2023-12-01 14:41:47-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;DREVELO;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1412;464;
CE;ING 568.2023;30040370;106532;Pendiente;2023-12-11 16:06:03-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Posible anomalia;Disponible;ZTY1592;0;
CE;ING 568.2023;30040418;628790;Pendiente;2023-12-12 12:16:28-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Posible anomalia;Disponible;ZTY1594;0;
CE;ING 273.2024;30040431;8560965;Pendiente;2024-02-19 14:44:52-05;2;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Posible anomalia;Disponible;ZTY1633;0;
CE;ING 568.2023;30040438;1214863;Pendiente;2023-12-12 13:17:15-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Posible anomalia;Disponible;ZTY1594;0;
CE;ING 568.2023;30040494;8522582;Rechazada;2023-12-13 11:21:11-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;LMACHABANJOY;Anomalia verificada con acta digital;No Procede Pare;ZTY1592;0;
SU;PRI 232.2023;30040848;236552;Rechazada;2023-12-13 15:20:56-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;MARIMEJIACH;Anomalia verificada con acta digital;No Procede Pare;ZTY1414;0;
SU;PRI 232.2023;30040874;1264429;Pendiente;2023-12-21 13:52:02-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;MARIMEJIACH;Posible anomalia;Disponible;ZTY1416;;
CE;DES 100.2018;30040882;1238512;Rechazada;2024-04-16 08:58:07-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;MARIMEJIACH;Anomalia verificada con acta digital;No Procede Pare;ZTY147;;110
OC;R Y 229.2023;30041960;1059941;Aprobada;2023-12-02 10:28:59-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;JORTEGA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1384;549;
PA;MEC 231.2023;30043943;570385;Aprobada;2023-12-07 10:21:53-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1361;0;
PA;MEC 231.2023;30043944;1010216;Aprobada;2023-12-07 09:15:43-05;12;2023;8;MEDIDOR ELECTR�NICO CON CONFIGURACI�N QUE IMPIDA REGISTRO;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;;ZTY1363;488;
PA;MEC 231.2023;30043946;1103157;Aprobada;2023-12-12 10:00:05-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1361;0;
PA;MEC 231.2023;30043949;1121064;Aprobada;2023-12-05 10:34:26-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1363;0;
CE;ING 568.2023;30044054;1157289;Pendiente;2023-12-11 11:17:18-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;EROMO123;Posible anomalia;Disponible;ZTY1591;0;
NO;R Y 211.2023;30044209;1199889;Pendiente;2023-12-05 06:50:21-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;ESANTACRUZ123;Posible anomalia;Disponible;ZTY1355;0;
NO;R Y 211.2023;30044489;359758;Aprobada;2023-12-04 10:49:09-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Factor;ZTY1353;104;
NO;R Y 211.2023;30044500;351012;Aprobada;2023-12-15 15:05:10-05;12;2023;1 / 30004;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS REINCIDENTE PARE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1351;620;
CE;ING 568.2023;30044636;349656;Pendiente;2023-12-12 12:21:17-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;JNARVAEZ;Posible anomalia;Disponible;ZTY1595;0;
CE;ING 568.2023;30044638;212698;Rechazada;2023-12-12 09:35:42-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NLOPEZ123;Anomalia verificada con acta digital;No Procede Pare;ZTY15910;0;
NO;UNI 210.2023;30044742;1068821;Aprobada;2023-12-04 15:30:53-05;12;2023;30001 / 30002;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CARLOSLED;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1375;1384;
CE;ING 568.2023;30044745;339474;Pendiente;2023-12-11 08:58:41-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;EROMO123;Posible anomalia;Disponible;ZTY1595;;
SU;SIN 337.2024;30045097;410676;Pendiente;2024-04-15 10:17:31-05;4;2024;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Posible anomalia;Disponible;ZTY1727;0;
CE;ING 568.2023;30045150;333748;Rechazada;2023-12-12 11:14:09-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;SACHIPS;Anomalia verificada con acta digital;No Procede Pare;ZTY1595;0;
CE;ING 568.2023;30045471;8546558;Rechazada;2023-12-12 14:14:29-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;VBOLANOS;Anomalia verificada con acta digital;No Procede Pare;ZTY1595;0;
NO;R Y 211.2023;30048426;553074;Aprobada;2023-12-05 08:15:54-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Factor;ZTY1353;181;
CE;ING 568.2023;30048654;168748;Aprobada;2023-12-11 12:33:25-05;12;2023;N/A / 1;medidor no conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;FACTURACION;0;CAUSA NO DETERMINADA;CMORENO123;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1591;0;
PA;DIC 209.2023;30059751;377568;Aprobada;2023-12-19 15:00:19-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;FACTURACION;0;CAUSA NO DETERMINADA;JNARVAEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1402;;
CE;ING 568.2023;30065278;1055140;Pendiente;2023-12-14 09:33:41-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NLOPEZ123;Posible anomalia;Disponible;ZTY1598;;
CE;ING 568.2023;30065411;144176;Rechazada;2023-12-12 17:07:23-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada con acta digital;No Procede Pare;ZTY15910;0;
CE;ING 568.2023;30065499;100256;Aprobada;2023-12-11 10:12:12-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1597;0;
NO;UNI 210.2023;30065971;196916;Pendiente;2023-12-06 09:37:15-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;EROMO123;Posible anomalia;Disponible;ZTY1371;;
CE;ING 568.2023;30066032;148584;Rechazada;2023-12-11 12:19:06-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;ANARVAEZ;Anomalia verificada con acta digital;No Procede Pare;ZTY1593;0;
CE;ING 568.2023;30066263;1155627;Rechazada;2023-12-12 10:32:05-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;ABURGOS123;Anomalia verificada con acta digital;No Procede Pare;ZTY1592;0;
NO;R Y 211.2023;30066266;553112;Aprobada;2023-12-06 15:39:46-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Factor;ZTY1353;45;
PA;MEC 231.2023;30066489;1145943;Aprobada;2023-12-11 09:51:01-05;12;2023;1 / 30004;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS REINCIDENTE PARE;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1362;0;
PA;MEC 231.2023;30066613;1158139;Aprobada;2023-12-05 17:06:12-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1363;;
PA;MEC 231.2023;30066984;1191149;Aprobada;2023-12-07 12:51:18-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1361;63;
NO;MON 280.2023;30067016;1020763;Aprobada;2023-12-18 09:20:16-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1421;1496;
OC;R Y 229.2023;30067278;624795;Aprobada;2023-12-05 15:42:49-05;12;2023;30004;OTRAS ANOMAL�AS REINCIDENTE PARE;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JORTEGA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1381;0;
PA;MEC 231.2023;30088778;388224;Aprobada;2023-12-13 15:18:14-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;FACTURACION;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1365;551;
CE;ING 568.2023;30089020;152106;Pendiente;2023-12-11 08:19:13-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;MGUERRERO;Posible anomalia;Disponible;ZTY1594;;
NO;R Y 211.2023;30089180;1027420;Aprobada;2023-12-06 10:02:55-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Factor;ZTY1353;75;
NO;MON 280.2023;30089656;1028842;Aprobada;2023-12-06 11:04:33-05;12;2023;1 / 1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1422;877;
NO;R Y 211.2023;30089988;545429;Aprobada;2023-12-11 16:41:19-05;12;2023;30001 / 30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1351;245;
NO;R Y 211.2023;30090006;639330;Aprobada;2023-12-11 12:57:25-05;12;2023;30004;OTRAS ANOMAL�AS REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1352;439;
NO;R Y 211.2023;30090018;357382;Aprobada;2023-12-11 13:11:41-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1352;413;
NO;UNI 210.2023;30090428;1008825;Pendiente;2023-12-12 09:05:55-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;WARCOS123;Posible anomalia;Disponible;ZTY1374;0;
CE;ING 568.2023;30090575;1132201;Pendiente;2023-12-12 11:08:00-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JMPANTOJA;Posible anomalia;Disponible;ZTY15911;0;
PA;DIC 209.2023;30090742;1163556;Aprobada;2023-12-18 10:17:07-05;12;2023;30004;OTRAS ANOMAL�AS REINCIDENTE PARE;0;FACTURACION;0;CAUSA NO DETERMINADA;KMONTANO;Anomalia verificada y aprobada;Otras Anomalias;ZTY1401;;
NO;R Y 211.2023;30090960;354146;Aprobada;2023-12-06 17:02:39-05;12;2023;30004;OTRAS ANOMAL�AS REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1353;920;
CE;ING 568.2023;30091501;100158;Rechazada;2023-12-12 10:28:47-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;EROMO123;Anomalia verificada con acta digital;No Procede Pare;ZTY1595;0;
CE;ING 568.2023;30093422;1092858;Pendiente;2023-12-12 09:15:40-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;EROMO123;Posible anomalia;Disponible;ZTY1596;;
NO;UNI 210.2023;30093717;472058;Aprobada;2023-12-07 13:42:13-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;WARCOS123;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1375;1369;
NO;UNI 210.2023;30093736;445684;Aprobada;2023-12-07 14:54:31-05;12;2023;30004;OTRAS ANOMAL�AS REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;WARCOS123;Anomalia verificada y aprobada;Otras Anomalias;ZTY1375;1335;
NO;UNI 210.2023;30093750;615682;Aprobada;2023-12-07 14:13:14-05;12;2023;30004;OTRAS ANOMAL�AS REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;WARCOS123;Anomalia verificada y aprobada;Otras Anomalias;ZTY1375;1478;
NO;UNI 210.2023;30093752;456386;Aprobada;2023-12-07 13:46:41-05;12;2023;30004;OTRAS ANOMAL�AS REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;WARCOS123;Anomalia verificada y aprobada;Otras Anomalias;ZTY1374;573;
NO;UNI 210.2023;30093760;1094522;Aprobada;2023-12-07 13:29:54-05;12;2023;2;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA INDETERMINA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;WARCOS123;Anomalia verificada y aprobada;Creacion Sello Masivo (Tb/Ca);ZTY1374;1818;
CE;ING 568.2023;30107043;612036;Rechazada;2023-12-12 10:44:40-05;12;2023;N/A;medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;MGUERRERO;Anomalia verificada con acta digital;No Procede Pare;ZTY1594;0;
SU;DIC 230.2023;30107230;326524;Aprobada;2023-12-07 15:48:04-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CMORALES;Anomalia verificada y aprobada;Factor;ZTY1395;7;
OC;R Y 229.2023;30107292;322692;Aprobada;2023-12-07 13:35:06-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;JORTEGA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1384;557;
PA;MEC 231.2023;30107376;1010216;Aprobada;2023-12-07 14:18:01-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1363;0;
SU;DIC 230.2023;30109405;323316;Aprobada;2023-12-07 14:17:47-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CMORALES;Anomalia verificada y aprobada;Factor;ZTY1391;4;
OC;R Y 229.2023;30126160;8539130;Aprobada;2023-12-07 15:36:33-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;JORTEGA;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1384;573;
NO;MON 280.2023;30126490;594332;Aprobada;2023-12-15 20:40:02-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1421;251;
SU;DIC 230.2023;30129016;1072200;Aprobada;2023-12-07 15:34:08-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CMORALES;Anomalia verificada y aprobada;Factor;ZTY1391;112;
CE;ING 568.2023;30145098;550321;Aprobada;2023-12-11 11:10:47-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Factor;ZTY1599;96;
PA;MEC 231.2023;30145120;388072;Aprobada;2023-12-13 14:14:37-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JMOLINA123;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1363;5821;
CE;ING 568.2023;30145137;113066;Aprobada;2023-12-11 08:22:07-05;12;2023;11;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Factor;ZTY15911;0;
SU;PRI 232.2023;30145580;1223570;Rechazada;2024-01-10 11:31:27-05;1;2024;BPQ / N/A;Bornera Perforada/Quemada  / medidor no conforme;0;FACTURACION;0;CAUSA NO DETERMINADA;RPATINO;Anomalia verificada con acta digital;No Procede Pare;ZTY1411;0;
CE;DES 100.2018;30145628;124086;Rechazada;2024-04-11 09:49:59-05;4;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada con acta digital;No Existe Anomal�a En El Acta;ZTY147;;40
PA;DIC 209.2023;30145966;1245941;Aprobada;2023-12-14 11:57:00-05;12;2023;1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1407;2131;
CE;ING 568.2023;30146036;513475;Pendiente;2023-12-12 13:38:59-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OCARDENAS;Posible anomalia;Disponible;ZTY1597;0;
CE;ING 568.2023;30146083;188462;Pendiente;2023-12-19 12:59:15-05;12;2023;N/A;medidor no conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;OCARDENAS;Posible anomalia;Disponible;ZTY1597;0;
NO;UNI 210.2023;30146188;1113235;Aprobada;2023-12-11 14:57:02-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CARLOSLED;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1374;1366;
NO;UNI 210.2023;30146234;364746;Aprobada;2023-12-11 11:46:14-05;12;2023;30001;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;CARLOSLED;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1376;1884;
